epoch,step,valid_loss_epoch,valid_loss_step
0,4,,4.192482948303223
0,9,,4.035799503326416
0,14,,3.8306376934051514
0,19,,4.109440803527832
0,24,,4.093662738800049
0,29,,4.032102584838867
0,34,,3.826789140701294
0,39,,4.00946569442749
0,44,,3.9748153686523438
0,49,,3.9078445434570312
0,54,,3.5924339294433594
0,59,,3.3686561584472656
0,64,,3.6353836059570312
0,69,,3.6313071250915527
0,74,,3.7760212421417236
0,79,,3.7747254371643066
0,84,,3.6300482749938965
0,89,,3.64020037651062
0,94,,3.3976387977600098
0,99,,3.535088300704956
0,104,,3.2168033123016357
0,109,,3.0977420806884766
0,114,,3.1543517112731934
0,119,,3.2250564098358154
0,124,,2.7135961055755615
0,129,,2.9509358406066895
0,134,,2.7095229625701904
0,139,,2.4915108680725098
0,144,,2.6723036766052246
0,149,,2.827176570892334
0,154,,2.343846082687378
0,159,,2.2166523933410645
0,164,,2.8244919776916504
0,169,,2.3605432510375977
0,174,,2.4662632942199707
0,179,,2.236769199371338
0,184,,2.3681480884552
0,189,,1.7215566635131836
0,194,,2.2359063625335693
0,199,,2.0738914012908936
0,204,,1.4440313577651978
0,209,,1.388933777809143
0,214,,1.492699384689331
0,219,,1.071108102798462
0,224,,1.5826364755630493
0,229,,1.5198595523834229
0,234,,1.0180389881134033
0,239,,0.6378069519996643
0,244,,1.1271140575408936
0,249,,1.1510651111602783
0,254,,0.9980599284172058
0,259,,0.7478020191192627
0,264,,1.0026447772979736
0,269,,1.1113168001174927
0,274,,0.47238150238990784
0,279,,1.0799404382705688
0,284,,0.6209962964057922
0,289,,0.9989703893661499
0,294,,1.2396581172943115
0,299,,0.598381519317627
0,304,,0.6590038537979126
0,309,,0.5467028617858887
0,314,,0.3382323384284973
0,319,,1.02186119556427
0,324,,0.4712396562099457
0,329,,0.6052291989326477
0,334,,0.7014607191085815
0,339,,0.9699257016181946
0,344,,0.6108508110046387
0,349,,0.312796950340271
0,354,,-0.017743002623319626
0,359,,0.1303693950176239
0,364,,0.18564826250076294
0,369,,-0.09089086204767227
0,374,,-0.18480327725410461
0,379,,-0.4479488432407379
0,384,,0.01369047723710537
0,389,,-0.4064152240753174
0,394,,-0.1351465880870819
0,399,,0.41981762647628784
0,399,1.9191685914993286,
1,404,,0.27470606565475464
1,409,,0.08723511546850204
1,414,,0.14250807464122772
1,419,,0.028748968616127968
1,424,,0.0664646252989769
1,429,,0.10743553936481476
1,434,,-0.3855507969856262
1,439,,-0.5369138717651367
1,444,,-0.6741217374801636
1,449,,-0.08779331296682358
1,454,,0.13639919459819794
1,459,,-0.47594547271728516
1,464,,-0.5334406495094299
1,469,,-0.4705352187156677
1,474,,-0.09393982589244843
1,479,,-0.5887300968170166
1,484,,-0.8867295980453491
1,489,,-0.7466047406196594
1,494,,-0.7081901431083679
1,499,,0.49548277258872986
1,504,,-0.8305391073226929
1,509,,0.30270320177078247
1,514,,-0.6144068241119385
1,519,,-0.7125806212425232
1,524,,-0.5091224908828735
1,529,,-0.5526725649833679
1,534,,2.079864263534546
1,539,,0.9059823155403137
1,544,,0.41411781311035156
1,549,,0.5121036767959595
1,554,,0.24074015021324158
1,559,,0.4839070737361908
1,564,,0.2216866910457611
1,569,,0.36152830719947815
1,574,,1.2422914505004883
1,579,,0.5900973081588745
1,584,,0.3829670548439026
1,589,,0.21438109874725342
1,594,,-0.004710292909294367
1,599,,-0.002501714276149869
1,604,,0.18742099404335022
1,609,,-0.4717492461204529
1,614,,-0.28812873363494873
1,619,,-0.23318824172019958
1,624,,0.7474411129951477
1,629,,0.3488711714744568
1,634,,0.4099721312522888
1,639,,-0.23918016254901886
1,644,,0.11293480545282364
1,649,,-0.14397026598453522
1,654,,-0.3657342791557312
1,659,,-0.2810480296611786
1,664,,2.9671289920806885
1,669,,2.7577056884765625
1,674,,2.1364853382110596
1,679,,1.9778497219085693
1,684,,1.8798463344573975
1,689,,1.5650813579559326
1,694,,1.5312598943710327
1,699,,1.394662857055664
1,704,,1.2626533508300781
1,709,,0.548119843006134
1,714,,1.0731947422027588
1,719,,1.4896020889282227
1,724,,0.9493821263313293
1,729,,1.0465892553329468
1,734,,0.9875800013542175
1,739,,0.6266951560974121
1,744,,0.465951532125473
1,749,,0.287681519985199
1,754,,0.031664032489061356
1,759,,0.5847329497337341
1,764,,1.0381288528442383
1,769,,0.8869055509567261
1,774,,0.46413224935531616
1,779,,0.24327795207500458
1,784,,0.7417870163917542
1,789,,0.008862840943038464
1,794,,0.05012314394116402
1,799,,-0.024541128426790237
1,799,0.486469030380249,
2,804,,-0.023288553580641747
2,809,,-0.011661415919661522
2,814,,0.0190717875957489
2,819,,-0.02787456288933754
2,824,,-0.3747119903564453
2,829,,-0.569710373878479
2,834,,-0.3997853398323059
2,839,,0.10890819877386093
2,844,,0.18323186039924622
2,849,,-0.32387658953666687
2,854,,0.1364801675081253
2,859,,-0.08808046579360962
2,864,,-0.6074169874191284
2,869,,-0.7157570123672485
2,874,,0.7881191372871399
2,879,,-0.5124890804290771
2,884,,-0.553424596786499
2,889,,-0.6860395669937134
2,894,,-0.8850711584091187
2,899,,-0.7413851022720337
2,904,,-0.9464892148971558
2,909,,-0.3657687306404114
2,914,,-0.5952900052070618
2,919,,-0.5992864370346069
2,924,,-0.8967357873916626
2,929,,-0.7649282217025757
2,934,,-1.0611627101898193
2,939,,-1.182693362236023
2,944,,-1.112032175064087
2,949,,-1.4231154918670654
2,954,,-1.3870227336883545
2,959,,-0.45465415716171265
2,964,,-0.6471805572509766
2,969,,-0.7786827087402344
2,974,,-0.6458204388618469
2,979,,-1.331724762916565
2,984,,-1.666086196899414
2,989,,-1.6825748682022095
2,994,,-1.064690113067627
2,999,,-0.6300402283668518
2,1004,,-0.7816330194473267
2,1009,,-0.8701208233833313
2,1014,,-0.18693892657756805
2,1019,,-0.9513331651687622
2,1024,,-1.5614912509918213
2,1029,,-0.9823558926582336
2,1034,,-1.104623794555664
2,1039,,-1.2827255725860596
2,1044,,-1.3358519077301025
2,1049,,-1.7509715557098389
2,1054,,-0.7937585115432739
2,1059,,-1.5144652128219604
2,1064,,-1.4048069715499878
2,1069,,-1.607256531715393
2,1074,,-1.4946129322052002
2,1079,,-0.7922706007957458
2,1084,,-1.7725874185562134
2,1089,,-0.23843979835510254
2,1094,,-0.9359389543533325
2,1099,,-1.2836655378341675
2,1104,,-1.3070769309997559
2,1109,,-1.3022164106369019
2,1114,,-1.3230046033859253
2,1119,,-1.8701999187469482
2,1124,,-1.4819685220718384
2,1129,,-0.5630607604980469
2,1134,,0.9959480166435242
2,1139,,0.029516030102968216
2,1144,,-0.26699259877204895
2,1149,,-0.6255320906639099
2,1154,,-1.0555572509765625
2,1159,,-1.186275839805603
2,1164,,-1.4624680280685425
2,1169,,-1.4159330129623413
2,1174,,-1.4203941822052002
2,1179,,-1.602267861366272
2,1184,,-0.8466359376907349
2,1189,,-1.2294737100601196
2,1194,,-1.4319454431533813
2,1199,,-1.2129695415496826
2,1199,-0.7757607102394104,
3,1204,,-1.65598464012146
3,1209,,-1.5479576587677002
3,1214,,-1.3587969541549683
3,1219,,-1.7196877002716064
3,1224,,-1.9333651065826416
3,1229,,-1.7365334033966064
3,1234,,-1.8640339374542236
3,1239,,-0.642027735710144
3,1244,,-1.7392950057983398
3,1249,,-1.2781908512115479
3,1254,,-1.5236250162124634
3,1259,,-1.733703851699829
3,1264,,-1.982114553451538
3,1269,,-1.7166897058486938
3,1274,,-1.677572250366211
3,1279,,-0.8242563009262085
3,1284,,-1.6075713634490967
3,1289,,-1.6597903966903687
3,1294,,-1.4262666702270508
3,1299,,-1.914473295211792
3,1304,,-0.7932947278022766
3,1309,,-1.6082563400268555
3,1314,,-2.107884168624878
3,1319,,-1.5917423963546753
3,1324,,-1.5449234247207642
3,1329,,-1.7447569370269775
3,1334,,-1.8768491744995117
3,1339,,-1.9204494953155518
3,1344,,-2.0178866386413574
3,1349,,-2.28452730178833
3,1354,,-2.006643533706665
3,1359,,-1.4127142429351807
3,1364,,-2.000101089477539
3,1369,,-1.7364599704742432
3,1374,,-1.9345829486846924
3,1379,,-1.9301908016204834
3,1384,,-2.017677068710327
3,1389,,-2.193718433380127
3,1394,,-1.4976119995117188
3,1399,,-0.25823742151260376
3,1404,,-0.5862523317337036
3,1409,,-1.0404531955718994
3,1414,,-1.0345094203948975
3,1419,,-1.384067416191101
3,1424,,-1.4747687578201294
3,1429,,-1.580553412437439
3,1434,,-1.891676902770996
3,1439,,2.397580146789551
3,1444,,0.02689790166914463
3,1449,,-1.0640859603881836
3,1454,,-1.2216135263442993
3,1459,,-1.5977270603179932
3,1464,,-0.8730040788650513
3,1469,,-0.5697857737541199
3,1474,,-1.2636682987213135
3,1479,,-1.3321521282196045
3,1484,,-1.6883289813995361
3,1489,,-1.793015480041504
3,1494,,-1.8513939380645752
3,1499,,-1.9842145442962646
3,1504,,-2.1087753772735596
3,1509,,-1.8803879022598267
3,1514,,-2.1731159687042236
3,1519,,-2.1187081336975098
3,1524,,-0.8756621479988098
3,1529,,-1.1033433675765991
3,1534,,-1.9105936288833618
3,1539,,-1.7804111242294312
3,1544,,-2.160205125808716
3,1549,,-2.050441265106201
3,1554,,-1.6648393869400024
3,1559,,-2.0217084884643555
3,1564,,-1.8325386047363281
3,1569,,-2.071758508682251
3,1574,,-2.0469233989715576
