epoch,step,valid_loss_epoch,valid_loss_step
0,4,,4.39578104019165
0,9,,4.20505428314209
0,14,,4.0611982345581055
0,19,,3.8290207386016846
0,24,,3.6466434001922607
0,29,,3.77579927444458
0,34,,3.922532320022583
0,39,,3.4537620544433594
0,44,,3.547884464263916
0,49,,3.598677158355713
0,54,,3.534090042114258
0,59,,3.4343299865722656
0,64,,3.3810176849365234
0,69,,3.5554440021514893
0,74,,3.4135982990264893
0,79,,3.214411973953247
0,84,,3.183967113494873
0,89,,3.317774534225464
0,94,,3.2194931507110596
0,99,,2.975187301635742
0,104,,3.568805694580078
0,109,,3.303257703781128
0,114,,3.157161235809326
0,119,,3.273249387741089
0,124,,2.9594478607177734
0,129,,2.9483954906463623
0,134,,2.7730393409729004
0,139,,2.728485584259033
0,144,,3.1439995765686035
0,149,,2.91318941116333
0,154,,2.764122724533081
0,159,,2.765836238861084
0,164,,2.5153110027313232
0,169,,2.367389678955078
0,174,,2.4206957817077637
0,179,,1.806779146194458
0,184,,2.050739288330078
0,189,,1.6625423431396484
0,194,,1.9285770654678345
0,199,,1.904796838760376
0,204,,1.8536064624786377
0,209,,1.5094573497772217
0,214,,1.4040229320526123
0,219,,1.278623342514038
0,224,,1.0794495344161987
0,229,,0.8044384121894836
0,234,,1.25142502784729
0,239,,1.0322749614715576
0,244,,0.6974589228630066
0,249,,0.4532715678215027
0,254,,0.4800698161125183
0,259,,0.4783543050289154
0,264,,0.5774995684623718
0,269,,0.3261064291000366
0,274,,0.844830334186554
0,279,,0.9992310404777527
0,284,,0.7915018796920776
0,289,,0.5736976861953735
0,294,,0.5802226662635803
0,299,,0.20196464657783508
0,304,,0.297920286655426
0,309,,-0.17689503729343414
0,314,,0.032944146543741226
0,319,,0.34069371223449707
0,324,,0.07735516875982285
0,329,,0.24723835289478302
0,334,,0.005177104379981756
0,339,,-0.41470327973365784
0,344,,-0.28683024644851685
0,349,,-0.5662438273429871
0,354,,-0.13229982554912567
0,359,,-0.4783366322517395
0,364,,-0.27967920899391174
0,369,,-0.04142150282859802
0,374,,0.6400856375694275
0,379,,-0.0923980250954628
0,384,,0.18471217155456543
0,389,,0.03899049013853073
0,394,,-0.2135826051235199
0,399,,-0.2315278798341751
0,399,1.8383668661117554,
1,404,,-0.35349056124687195
1,409,,-0.5131421685218811
1,414,,-0.5919234752655029
1,419,,-0.4456275403499603
1,424,,-0.34526127576828003
1,429,,-0.2602962553501129
1,434,,-0.7204789519309998
1,439,,-0.4527217745780945
1,444,,-0.45804253220558167
1,449,,-0.1277531087398529
1,454,,-0.691437304019928
1,459,,-0.791632354259491
1,464,,-0.37917256355285645
1,469,,-0.47732454538345337
1,474,,-0.5271965265274048
1,479,,-1.002687692642212
1,484,,-0.354413241147995
1,489,,-0.7681187987327576
1,494,,-1.328037142753601
1,499,,-0.905957043170929
1,504,,-0.4031168520450592
1,509,,-0.21547427773475647
1,514,,-0.5043555498123169
1,519,,-0.6037490367889404
1,524,,-0.3987203538417816
1,529,,-0.6406854391098022
1,534,,-0.9988428354263306
1,539,,-1.2508625984191895
1,544,,-1.0117969512939453
1,549,,-0.8760932087898254
1,554,,-1.228246808052063
1,559,,-0.6908290982246399
1,564,,-1.0837748050689697
1,569,,0.9703245162963867
1,574,,-0.9308789968490601
1,579,,-0.6361731290817261
1,584,,-0.37738993763923645
1,589,,-0.7356558442115784
1,594,,-0.9467948079109192
1,599,,-0.24426861107349396
1,604,,-0.5620406270027161
1,609,,-0.6162154674530029
1,614,,-0.7110507488250732
1,619,,-1.2111694812774658
1,624,,-1.3229206800460815
1,629,,-1.1619881391525269
1,634,,-1.1518638134002686
1,639,,-0.7020050287246704
1,644,,-0.9918872117996216
1,649,,-1.2822449207305908
1,654,,-0.8526212573051453
1,659,,-0.9070313572883606
1,664,,-1.188108205795288
1,669,,-1.3113574981689453
1,674,,-1.1733300685882568
1,679,,-1.0861313343048096
1,684,,-1.107209324836731
1,689,,-1.2593892812728882
1,694,,-1.3106215000152588
1,699,,-1.7281183004379272
1,704,,-1.8491084575653076
1,709,,-0.5684283375740051
1,714,,-0.9845011830329895
1,719,,-1.1246793270111084
1,724,,-1.387327790260315
1,729,,-1.127273440361023
1,734,,-1.5110427141189575
1,739,,-1.0583531856536865
1,744,,-0.7931581735610962
1,749,,-1.1497533321380615
1,754,,-1.0784059762954712
1,759,,-1.440354347229004
1,764,,-1.3338205814361572
1,769,,-1.2592912912368774
1,774,,-1.4745925664901733
1,779,,-1.3069729804992676
1,784,,-1.3740551471710205
1,789,,-1.7766711711883545
1,794,,-1.8327915668487549
1,799,,-0.8156347274780273
1,799,-0.786472737789154,
2,804,,-1.390088677406311
2,809,,-0.17769238352775574
2,814,,-1.6671314239501953
2,819,,-1.342524528503418
2,824,,-1.2126314640045166
2,829,,-1.2149546146392822
2,834,,-1.0590013265609741
2,839,,-1.2852866649627686
2,844,,-1.6737391948699951
2,849,,-0.1032249704003334
2,854,,-1.2832396030426025
2,859,,-1.1813706159591675
2,864,,-1.3713128566741943
2,869,,-1.456359624862671
2,874,,-1.2299857139587402
2,879,,-0.2213151752948761
2,884,,-1.5767897367477417
2,889,,-0.9244178533554077
2,894,,-1.6145334243774414
2,899,,-1.114349603652954
2,904,,-1.048708200454712
2,909,,-1.3530025482177734
2,914,,-1.5765657424926758
2,919,,-1.42353093624115
2,924,,-1.536540150642395
2,929,,-0.9336229562759399
2,934,,-1.3262079954147339
2,939,,0.2270691841840744
2,944,,-0.7468724250793457
2,949,,-1.436977505683899
2,954,,-1.7512710094451904
2,959,,-1.6676801443099976
2,964,,-0.8137404322624207
2,969,,-1.4392731189727783
2,974,,-1.4970228672027588
2,979,,-0.4217585623264313
2,984,,-0.16297520697116852
2,989,,-1.6593010425567627
2,994,,-1.5430662631988525
2,999,,-1.525962233543396
2,1004,,-0.9411924481391907
2,1009,,-1.3032186031341553
2,1014,,-1.8437480926513672
2,1019,,-1.911590576171875
2,1024,,-0.9752516746520996
2,1029,,-1.829917550086975
2,1034,,-1.764150857925415
2,1039,,-1.5802688598632812
2,1044,,-1.9877822399139404
2,1049,,-1.8480186462402344
2,1054,,-2.086799144744873
2,1059,,-1.7192745208740234
2,1064,,-1.952785849571228
2,1069,,-1.0196937322616577
2,1074,,-1.2033408880233765
2,1079,,-1.9515902996063232
2,1084,,-1.6065222024917603
2,1089,,-1.927164077758789
2,1094,,-1.4835398197174072
2,1099,,-1.106099247932434
2,1104,,-1.2608766555786133
2,1109,,-1.1061679124832153
2,1114,,-1.3633815050125122
2,1119,,-1.6978161334991455
2,1124,,-1.9574520587921143
2,1129,,-2.0171244144439697
2,1134,,-0.8160859942436218
2,1139,,-1.7986398935317993
2,1144,,-1.6320712566375732
2,1149,,-0.6225688457489014
2,1154,,-1.5414721965789795
2,1159,,-1.873358964920044
2,1164,,-2.1138811111450195
2,1169,,-2.0040156841278076
2,1174,,-1.8726613521575928
2,1179,,-1.9542299509048462
2,1184,,-1.7735984325408936
2,1189,,-1.910687804222107
2,1194,,-0.9957518577575684
2,1199,,-1.7647781372070312
2,1199,-1.4072277545928955,
3,1204,,-1.4231339693069458
3,1209,,-2.1631197929382324
3,1214,,-2.136533737182617
3,1219,,-1.9444230794906616
3,1224,,-1.5890064239501953
3,1229,,-1.7764476537704468
3,1234,,-1.9015624523162842
3,1239,,-2.234860420227051
3,1244,,-2.4961366653442383
3,1249,,-2.1341350078582764
3,1254,,0.03541266918182373
3,1259,,-0.8003422617912292
3,1264,,-1.3386558294296265
3,1269,,-1.5373950004577637
3,1274,,-1.6705389022827148
3,1279,,-1.7986648082733154
3,1284,,-2.1502132415771484
3,1289,,-2.2366960048675537
3,1294,,-2.0677590370178223
3,1299,,-2.4223928451538086
3,1304,,-2.0403456687927246
3,1309,,-2.327683448791504
3,1314,,-2.2015740871429443
3,1319,,-2.1083786487579346
3,1324,,-2.227869749069214
3,1329,,-2.428532600402832
3,1334,,-1.9344698190689087
3,1339,,-1.5335276126861572
3,1344,,-1.650202751159668
3,1349,,-1.6996463537216187
3,1354,,-1.6859543323516846
3,1359,,-1.9932148456573486
3,1364,,-2.1243343353271484
3,1369,,-2.104579448699951
3,1374,,-2.285296678543091
3,1379,,-2.3407628536224365
3,1384,,-2.5366625785827637
3,1389,,-2.3575026988983154
3,1394,,-2.345247745513916
3,1399,,-0.9942383766174316
3,1404,,-2.5031633377075195
3,1409,,-2.2068583965301514
3,1414,,-2.1151280403137207
3,1419,,-2.2583494186401367
3,1424,,-2.48896861076355
3,1429,,-2.4577715396881104
3,1434,,-2.362046480178833
3,1439,,-2.8126938343048096
3,1444,,-2.5727944374084473
3,1449,,-2.2804019451141357
3,1454,,-1.4636754989624023
3,1459,,-2.381195068359375
3,1464,,-2.6077487468719482
3,1469,,-2.238755941390991
3,1474,,-2.683086395263672
3,1479,,-1.8810828924179077
3,1484,,-2.2336628437042236
3,1489,,-1.9748083353042603
3,1494,,-2.1900317668914795
3,1499,,-2.0155491828918457
3,1504,,-2.0284926891326904
3,1509,,-2.4718337059020996
3,1514,,-2.2557106018066406
3,1519,,-2.5179266929626465
3,1524,,-2.5487277507781982
3,1529,,-2.4382681846618652
3,1534,,-2.2009034156799316
3,1539,,-2.5086617469787598
3,1544,,-2.5750129222869873
3,1549,,-2.3398513793945312
3,1554,,-0.37634846568107605
3,1559,,-1.5752365589141846
3,1564,,-1.9809755086898804
3,1569,,-2.205578088760376
3,1574,,-1.6878376007080078
3,1579,,-2.246300458908081
3,1584,,-2.5430257320404053
